エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,北緯,東経,end
九州,大分共同火力株式会社,932PC,大分共同発電所,火力（ガス）,3号機,147000,計画停止,停止・その他,,2023/12/2 0:00,あり,2023/12/3,起動試験のため,2023/11/29 10:43,33.2695156,131.6477831,
北海道,北海道電力株式会社,10214,知内発電所,火力（石油）,２号機,350000,計画外停止,停止・設備故障,,2023/11/25 14:50,あり,2023/11/30,付帯設備不具合に伴う点検,2023/11/29 10:07,41.5819614,140.424872,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,出力低下,低下・その他,815422,2023/11/29 13:00,あり,2023/11/29,試運転  最大低下量：998200kW  最小低下量：308200kW,2023/11/29 0:49,35.0330542,136.8303509,
中国,中国電力株式会社,76301,玉島発電所第１号機,火力（ガス）,１号機,350000,計画停止,停止・その他,,2023/11/30 2:00,あり,2023/11/30,他号機作業に伴う運用制約,2023/11/28 20:52,34.5161225,133.6870665,
中国,中国電力株式会社,76311,玉島発電所第２号機,火力（石油）,２号機,350000,計画停止,停止・設備故障,,2023/11/24 21:10,あり,2023/11/30,ボイラ不調,2023/11/28 20:49,34.5161225,133.6870665,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,計画停止,停止・その他,,2023/11/28 17:49,あり,2023/11/29,試運転,2023/11/28 20:26,35.0330542,136.8303509,
東京,株式会社JERA,GB593,千葉火力発電所２号系列３軸,火力（ガス）,千葉２－３軸,360000,計画停止,停止・定期検査等,,2023/9/16 0:00,あり,2023/11/30,定検,2023/11/28 18:54,35.564501,140.1056111,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,出力低下,低下・その他,962000,2023/11/28 13:00,あり,2023/11/28,試運転  最大低下量：1038000kW  最小低下量：818000kW,2023/11/28 17:45,35.0330542,136.8303509,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,３号機,201000,計画停止,停止・設備故障,,2023/12/15 11:00,あり,2023/12/15,発電機作業,2023/11/28 16:09,34.1134687,135.8231906,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,２号機,201000,計画停止,停止・設備故障,,2023/12/15 11:00,あり,2023/12/15,発電機作業,2023/11/28 16:08,34.1134687,135.8231906,
東北,東北電力株式会社,2F105,東北電力能代火力発電所２号機,火力（石炭）,２号機,600000,出力低下,低下・設備故障,339000,2023/11/27 12:00,あり,2023/11/28,設備不具合  最大低下量：420000kW  最小低下量：0kW,2023/11/28 16:04,40.1918237,139.9920846,
北陸,北陸電力株式会社,51503,北陸電力 敦賀火力発電所,火力（石炭）,2号機,700000,計画停止,停止・定期検査等,,2023/12/31 22:00,あり,2024/1/3,AH水洗,2023/11/28 13:29,35.6726771,136.0776627,
関西,泉北天然ガス発電株式会社,62F60,泉北天然ガス第二発電所,火力（ガス）,１号機,277000,計画停止,停止・設備故障,,2023/11/29 8:00,あり,2023/11/29,システム関連,2023/11/28 9:33,34.5417497,135.4029674,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/23 23:00,あり,2023/12/24,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:16,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/22 23:00,あり,2023/12/23,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:15,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/21 23:00,あり,2023/12/22,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:14,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/20 23:00,あり,2023/12/21,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:13,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/19 23:00,あり,2023/12/20,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:12,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/18 23:00,あり,2023/12/19,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:12,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/17 23:00,あり,2023/12/18,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:11,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/16 23:00,あり,2023/12/17,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:10,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/15 23:00,あり,2023/12/16,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:09,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/14 23:00,あり,2023/12/15,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:08,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/13 23:00,あり,2023/12/14,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:07,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/12 23:00,あり,2023/12/13,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:04,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,31052,小千谷第二発電所,水力,2号機,103000,計画停止,停止・その他,,2023/12/11 23:00,あり,2023/12/12,隣接発電機作業に伴う夜間防護停止,2023/11/27 17:03,37.2938803,138.8090858,
東京,東日本旅客鉄道株式会社,32469,川崎発電所,火力（ガス）,2号機,187400,計画外停止,停止・設備故障,,2023/10/3 14:30,あり,2023/10/4,水素クーラー不具合,2023/11/27 16:55,35.5308325,139.7029125,
東京,株式会社JERA,GB623,鹿島火力発電所７号系列１軸,火力（ガス）,鹿島７－１軸,420000,出力低下,低下・その他,197000,2023/11/30 7:00,あり,2023/12/1,タービン関連設備  平均低下量：197000kW  最大低下量：420000kW  最小低下量：0kW,2023/11/27 16:47,35.9169878,140.7017113,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,２号系列第２軸,230000,計画停止,停止・定期検査等,,2023/11/17 0:00,あり,2023/11/29,自主点検,2023/11/27 16:41,33.2707147,131.7039795,
九州,電源開発,950AA,電源開発松島火力発電所,火力（石炭）,1号機,500000,計画外停止,停止・設備故障,,2023/11/27 14:28,あり,2023/11/27,発電機トラブル,2023/11/27 16:22,32.9407158,129.5969422,
中国,電源開発,75202,電源開発竹原火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,停止・設備故障,122000,2023/11/27 17:00,あり,2023/11/30,ミル不具合  最大：122000?  最小：122000?,2023/11/27 14:56,34.3371779,132.9615081,
中国,電源開発,75202,電源開発竹原火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・設備故障,132000,2023/11/10 5:30,あり,2023/11/27,ミル不具合  最大：132000?  最小：132000?,2023/11/27 14:54,34.3371779,132.9615081,
東京,電源開発,30204,電源開発沼原発電所,水力,2号機,225000,計画停止,停止・定期検査等,,2023/11/28 9:00,あり,2023/11/28,THF-23-069  点検作業,2023/11/27 13:57,37.1003356,139.9044195,
東京,電源開発,30204,電源開発沼原発電所,水力,1号機,225000,計画停止,停止・定期検査等,,2023/11/27 9:00,あり,2023/11/27,当社管理番号：THZ-23-047  点検作業,2023/11/27 13:55,37.1003356,139.9044195,
東京,株式会社JERA,GB623,鹿島火力発電所７号系列１軸,火力（ガス）,鹿島７－１軸,420000,計画停止,停止・設備故障,,2023/11/12 22:00,あり,2023/11/30,タービン関連設備,2023/11/27 13:36,35.9169878,140.7017113,
東北,東北電力株式会社,2F105,東北電力能代火力発電所２号機,火力（石炭）,２号機,600000,出力低下,低下・その他,461000,2023/11/27 7:00,あり,2023/11/27,作業停止からの起動カーブ  最大低下量：588000kW  最小低下量：420000kW,2023/11/27 13:07,40.1918237,139.9920846,
中国,中国電力株式会社,76301,玉島発電所第１号機,火力（ガス）,１号機,350000,計画停止,停止・その他,,2023/11/26 21:30,あり,2023/11/28,作業に伴う運用制約,2023/11/27 10:01,34.5161225,133.6870665,
中部,株式会社JERA,47195,碧南火力発電所,火力（石炭）,５号機,1000000,計画停止,停止・設備故障,,2023/11/26 4:00,あり,2023/11/26,タービン関連設備,2023/11/26 13:42,34.8378404,136.9627701,
東京,電源開発,31804,電源開発磯子火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・設備故障,390000,2023/11/26 11:08,あり,2023/11/26,灰処理設備故障,2023/11/26 12:33,35.40351,139.6415468,
中部,株式会社JERA,45001,新名古屋火力発電所,火力（ガス）,７－１号機,243000,計画停止,停止・定期検査等,,2023/11/19 22:00,あり,2023/11/25,ボイラ関連設備,2023/11/25 23:07,35.0661527,136.8795429,
中部,株式会社JERA,47192,碧南火力発電所,火力（石炭）,２号機,700000,出力低下,低下・その他,200000,2023/11/25 9:30,あり,2023/11/25,ボイラ関連設備,2023/11/25 18:30,34.8378404,136.9627701,
東京,電源開発,31805,電源開発磯子火力発電所新２号機,火力（石炭）,2号機,600000,出力低下,低下・設備故障,270000,2023/11/25 14:15,あり,2023/11/25,灰処理設備故障,2023/11/25 17:50,35.40351,139.6415468,
北陸,北陸電力株式会社,52312,北陸電力 富山火力発電所,火力（石油）,4号機,250000,計画停止,停止・定期検査等,,2023/11/24 18:00,あり,2023/11/25,ドラム安全弁（D-1）点検,2023/11/25 17:32,36.7567628,137.2149219,
九州,九州電力株式会社,91061,新小倉発電所,火力（ガス）,５号機,600000,出力低下,低下・送電線等制約,150000,2023/11/24 8:53,あり,2023/11/27,送電線更新工事  最大低下量300000kW  最小低下量0kW  平均低下量150000kW,2023/11/24 23:12,33.9069659,130.8600092,
東北,電源開発,31201,電源開発奥清津発電所,水力,2号機,250000,計画停止,停止・定期検査等,,2023/9/1 8:00,あり,2023/11/24,点検作業  当社管理番号THE-23-046,2023/11/24 17:28,36.846142,138.7662761,
東北,電源開発,31201,電源開発奥清津発電所,水力,1号機,250000,計画停止,停止・定期検査等,,2023/9/1 8:00,あり,2023/11/24,点検作業  当社管理番号THE-23-046,2023/11/24 17:27,36.846142,138.7662761,
東京,株式会社JERA,GB673,南横浜火力発電所１号機,火力（ガス）,南横浜１号,350000,出力低下,低下・設備故障,150000,2023/11/22 9:30,あり,2023/11/24,タービン関連設備,2023/11/24 17:08,35.4043519,139.6371884,
中部,株式会社JERA,47192,碧南火力発電所,火力（石炭）,２号機,700000,出力低下,低下・その他,200000,2023/11/23 22:00,あり,2023/11/24,ボイラ関連設備,2023/11/24 16:57,34.8378404,136.9627701,
北陸,関西電力株式会社,60C10,下小鳥発電所,水力,単独,142000,計画停止,停止・設備故障,,2023/11/25 11:00,あり,2023/11/25,発電機作業,2023/11/24 15:37,36.2423506,137.0237649,
北海道,北海道電力株式会社,16206,新冠発電所,水力,１号機,100000,計画停止,停止・その他,,2023/11/28 8:00,あり,2023/11/28,付帯設備点検,2023/11/24 15:27,42.7379645,142.3805625,
東北,電源開発,30201,電源開発下郷発電所,水力,1号機,250000,計画停止,停止・定期検査等,,2023/12/25 10:00,あり,2023/12/25,当社管理番号：THC-23-126  点検作業,2023/11/24 15:08,37.3454187,139.9083741,
北海道,北海道電力株式会社,16206,新冠発電所,水力,１号機,100000,計画停止,停止・その他,,2023/12/13 9:00,あり,2023/12/13,付帯設備点検,2023/11/24 13:55,42.7379645,142.3805625,
北海道,北海道電力株式会社,16206,新冠発電所,水力,１号機,100000,計画停止,停止・その他,,2023/12/12 9:00,あり,2023/12/12,付帯設備点検,2023/11/24 13:55,42.7379645,142.3805625,
中国,瀬戸内共同火力株式会社,76308,福山共同発電所,火力（ガス）,新2号機,230000,計画停止,停止・その他,,2023/11/21 17:00,あり,2023/11/24,設備点検,2023/11/24 13:29,34.4791158,133.4423371,
東京,株式会社JERA,GB643,袖ケ浦火力発電所４号機,火力（ガス）,袖ケ浦４号,1000000,計画停止,停止・その他,,2023/11/22 0:00,あり,2023/11/24,2号定期点検関連,2023/11/24 11:52,35.4302559,139.9548805,
関西,関西電力株式会社,62A45,堺港発電所,火力（ガス）,５号機,400000,計画停止,停止・設備故障,,2023/11/28 0:00,あり,2023/11/30,発電機作業,2023/11/24 9:16,34.5678602,135.440578,
関西,相生バイオエナジー株式会社,6837V,相生バイオマス発電所,その他,単独,200000,計画停止,停止・その他,,2023/11/23 18:07,あり,2023/11/24,ボイラ設備不具合,2023/11/23 18:15,34.803968,134.4683474,
東京,株式会社JERA,GB633,東扇島火力発電所２号機,火力（ガス）,東扇島２号,1000000,計画停止,停止・設備故障,,2023/11/15 22:00,あり,2023/11/23,ボイラ関連設備,2023/11/23 15:44,35.4984084,139.7579871,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,4号機,350000,計画停止,停止・定期検査等,,2023/9/18 5:00,あり,2023/11/24,運用停止,2023/11/23 11:10,35.3620056,139.8606315,
東京,株式会社JERA,GV943,常陸那珂共同火力発電所1号機,火力（石炭）,常陸那珂共同火力１号,650000,計画停止,停止・設備故障,,2023/11/22 16:00,あり,2023/11/23,発電機関連設備,2023/11/23 0:56,36.4362995,140.6140683,
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,５号機,1070000,出力低下,低下・設備故障,545000,2023/11/22 6:01,あり,2023/11/23,電気関連設備,2023/11/22 23:54,34.8235775,136.9240162,
九州,九州電力株式会社,91062,苅田発電所,火力（石炭）,新１号機,360000,計画停止,停止・定期検査等,,2023/8/24 0:00,あり,2023/11/23,定期点検,2023/11/22 17:38,33.7867964,130.9969757,
